,lh_caudalanteriorcingulate_thickness,lh_caudalmiddlefrontal_thickness,lh_inferiorparietal_thickness,lh_inferiortemporal_thickness,lh_isthmuscingulate_thickness,lh_lateraloccipital_thickness,lh_lateralorbitofrontal_thickness,lh_medialorbitofrontal_thickness,lh_middletemporal_thickness,lh_parahippocampal_thickness,lh_parsopercularis_thickness,lh_parstriangularis_thickness,lh_pericalcarine_thickness,lh_postcentral_thickness,lh_posteriorcingulate_thickness,lh_precuneus_thickness,lh_rostralanteriorcingulate_thickness,lh_superiorparietal_thickness,lh_supramarginal_thickness,lh_frontalpole_thickness,lh_temporalpole_thickness,lh_insula_thickness,rh_bankssts_thickness,rh_caudalmiddlefrontal_thickness,rh_fusiform_thickness,rh_lateralorbitofrontal_thickness,rh_lingual_thickness,rh_medialorbitofrontal_thickness,rh_parsopercularis_thickness,rh_parstriangularis_thickness,rh_posteriorcingulate_thickness,rh_precentral_thickness,rh_rostralanteriorcingulate_thickness,rh_superiorfrontal_thickness,rh_superiorparietal_thickness,rh_supramarginal_thickness,rh_frontalpole_thickness,rh_temporalpole_thickness,rh_transversetemporal_thickness
lh_parsopercularis_thickness,0.30886185326485077,0.728498459633794,0.6129862807199725,0.5623053009209277,0.4239692445451727,0.4453905658143946,0.6099879565894162,0.5721713755475327,0.6602590697847898,0.31047944889530305,1.0,0.7047086651904081,0.3672572272039519,0.6198627132502962,0.45330038364299685,0.6023862749090383,0.5174547326008799,0.5241412754388116,0.6816449687025581,0.4978817592411879,0.3906119263811092,0.5548040502331724,0.48040278276664444,0.5900928405880494,0.5123515481476959,0.5391190610327444,0.4239596006666121,0.32878680292489537,0.6808262056898204,0.6020380936939101,0.313364199590324,0.5557661181160239,0.28976911601876315,0.6364250669345339,0.43970290182347255,0.5550867019174777,0.4283374900293237,0.3688018053309931,0.4683272711056688
lh_parstriangularis_thickness,0.2718187862207554,0.6253781172641746,0.5664512892192564,0.5171485912915172,0.4330501350723521,0.44501755563328316,0.6148376127468371,0.4690507037636853,0.6530127849063273,0.29371243441985256,0.7047086651904081,1.0,0.31842291445315757,0.5831247886456542,0.3500047452309498,0.4987246842392897,0.4227230915692451,0.4495779639664592,0.6323515551234765,0.47019269131940644,0.2990601854024,0.44036897369137706,0.41211047162419523,0.4469409601321539,0.39805837734776106,0.43838290315696,0.3199065931139709,0.2780919495133892,0.5331425296867361,0.5772047044537986,0.2427237202940682,0.4864384438889736,0.23227867634514524,0.4785850427552798,0.32308566874218486,0.4654427539352515,0.317763207316828,0.2191331772524792,0.3698224562306425
lh_pericalcarine_thickness,0.3679220305364318,0.3860296070830541,0.5979174046748333,0.5166675167601502,0.23004529430654191,0.5737711303497244,0.40568039257796057,0.4273242979214328,0.45456772426741604,0.26930546695668817,0.3672572272039519,0.31842291445315757,1.0,0.47917915526662597,0.4480529098947327,0.5652922116901256,0.45597195502376925,0.5443158612703222,0.4755477473257851,0.334480030127829,0.38776910442447754,0.30527147152533995,0.39790392095328575,0.40721386531893716,0.35747779304888483,0.4000895402995569,0.4478628812594045,0.3000918702638704,0.3682670694061814,0.39003867732815045,0.3831088731629657,0.4204231721871538,0.19394798034106336,0.42321043862401436,0.46321284323659945,0.4078941231974675,0.3857846803453358,0.20846656882341333,0.17158133850875565
lh_postcentral_thickness,0.388696715736312,0.6417794365613999,0.7244280240509873,0.5372046948013868,0.4013243843985704,0.570306731605863,0.5242927727534338,0.5085729203246235,0.6230104504152565,0.3074596303556055,0.6198627132502962,0.5831247886456542,0.47917915526662597,1.0,0.5240748470655873,0.6760249413522205,0.4948358289473381,0.7342027189524221,0.7597147932659258,0.5010057001799135,0.3804131994763648,0.40343476895483255,0.518039185011334,0.6127318825351767,0.47896877573010105,0.4920155683968139,0.49191525856789814,0.30777964758046056,0.542508150454706,0.5770044458655504,0.4328447932633682,0.6850361703998682,0.22653185045785212,0.5885185726368077,0.6300112728196059,0.6584669941949831,0.429974946239243,0.2987495374184668,0.37667544737993325
lh_posteriorcingulate_thickness,0.5093218331276997,0.5463182931155612,0.5767743891356101,0.462124171806149,0.5298941956218249,0.4481872536976625,0.38316492288886966,0.5516205435681806,0.5157960090890501,0.29512400401835776,0.45330038364299685,0.3500047452309498,0.4480529098947327,0.5240748470655873,1.0,0.6752478165047645,0.5568755235848877,0.5397310150254626,0.5344733400460385,0.40676964898904755,0.3392714702370899,0.32764263597831583,0.4153644069930319,0.5355089592473113,0.4070350943876908,0.4379694269728341,0.374367701881323,0.24027330435675398,0.4894659563685856,0.501467102870667,0.5304672468162559,0.5493963530200974,0.22816846801247623,0.49557795465192656,0.5416105902585943,0.48551293300221443,0.3552459899078908,0.2547474657972932,0.30548701875437256
lh_precuneus_thickness,0.43717257514849933,0.7115432785962367,0.8213425000841013,0.6347048882511157,0.509688537492266,0.6557002031165409,0.5054660841252714,0.595023630606501,0.6789805924098001,0.30998166866772625,0.6023862749090383,0.4987246842392897,0.5652922116901256,0.6760249413522205,0.6752478165047645,1.0,0.5746825953840741,0.8079394684105079,0.7520263211304715,0.4709782580082925,0.3354040854359985,0.3310590255160246,0.5858299587014427,0.7166804248640707,0.5559491133546652,0.5886187210730542,0.555252979958455,0.3187609586522257,0.6351870174371196,0.6544049424952977,0.44588955982273065,0.7180441583650222,0.20562717393488006,0.6794970931037002,0.798046573093525,0.7209370656566981,0.4741381780530732,0.28047911240858586,0.34654565561119016
lh_rostralanteriorcingulate_thickness,0.512416582214172,0.5393479366943783,0.5480479834755908,0.571243931495523,0.49389171183422564,0.41762275183668696,0.6109448113086585,0.7013290103278113,0.5751494778471702,0.3908710697439021,0.5174547326008799,0.4227230915692451,0.45597195502376925,0.4948358289473381,0.5568755235848877,0.5746825953840741,1.0,0.4238419851433114,0.5595915832507885,0.5642217338749265,0.43430418444543295,0.3528509499253856,0.38262217743832444,0.5914084638902858,0.4831998696960467,0.638812383505351,0.41176406301625657,0.387175738929615,0.5897491086489298,0.5830232859399772,0.4047616278279659,0.6082777756806017,0.3092254533917747,0.5958943875669432,0.481530737248351,0.5466060995554736,0.5463010108507604,0.3230439880115511,0.32825346871104055
lh_superiorparietal_thickness,0.34777648946312184,0.6411826332318517,0.8404948597816718,0.5628058597004576,0.3830316905528593,0.7052358196412923,0.4136344773076271,0.4256868817784835,0.6160107509248947,0.20376244686934655,0.5241412754388116,0.4495779639664592,0.5443158612703222,0.7342027189524221,0.5397310150254626,0.8079394684105079,0.4238419851433114,1.0,0.7284580510430394,0.39954234222187857,0.2977553657286749,0.25927123210092956,0.5512481752700805,0.6156496160197823,0.5145056244971632,0.4377256517474758,0.513014957253345,0.2958755561843472,0.49696206144438587,0.4804836009593539,0.4422685517262,0.6390609987011252,0.19333939285897028,0.6115256651044099,0.8206134540968337,0.6321258534152518,0.3707967962617452,0.2732516896141302,0.30184246331824816
lh_supramarginal_thickness,0.380965600557377,0.6783865372385904,0.856317071612904,0.6712025684328398,0.4860751086922365,0.6565774376813472,0.6243242110119832,0.5845318797951715,0.7647687058409266,0.3882557700373543,0.6816449687025581,0.6323515551234765,0.4755477473257851,0.7597147932659258,0.5344733400460385,0.7520263211304715,0.5595915832507885,0.7284580510430394,1.0,0.504601537186856,0.3737165456888824,0.5026347443034638,0.6250007344340022,0.6398668146880867,0.6314702053766379,0.6241178092190961,0.5494650301985513,0.4322675678634096,0.6123022859788447,0.6030413372284369,0.4719812080767728,0.6944844530483392,0.3061102338520477,0.6694589050252726,0.6474688703067148,0.7738221612653667,0.48843399065673615,0.36604652599291315,0.42153452786183637
lh_frontalpole_thickness,0.35736549060048095,0.4761372224167454,0.48960765311419974,0.5255003427240504,0.4379629953016279,0.3795568287670186,0.6048366991406818,0.5966925593258933,0.5493167740583058,0.3235478565652316,0.4978817592411879,0.47019269131940644,0.334480030127829,0.5010057001799135,0.40676964898904755,0.4709782580082925,0.5642217338749265,0.39954234222187857,0.504601537186856,1.0,0.4446591432209516,0.30757659219117484,0.40378188256224723,0.4444819851634712,0.5043057016583934,0.5597524719259357,0.3652387644177089,0.3733302015170526,0.5143523948674036,0.5351428523277463,0.30608815678676077,0.45133490635048956,0.2938606306754162,0.5052971953509506,0.35688091796768856,0.47923487903107087,0.6468077186889667,0.3920668224190328,0.24210994926761809
lh_temporalpole_thickness,0.3043827062569422,0.3223466697388503,0.4026609676807854,0.5819959849161075,0.32139052659989004,0.40347864575636766,0.529315592324878,0.5092934897598776,0.5551985236415796,0.41583562053530404,0.3906119263811092,0.2990601854024,0.38776910442447754,0.3804131994763648,0.3392714702370899,0.3354040854359985,0.43430418444543295,0.2977553657286749,0.3737165456888824,0.4446591432209516,1.0,0.34592895056609785,0.277689072031151,0.3441368120833465,0.47440133265085044,0.43908534772800606,0.2918566028075337,0.22845810142945877,0.34510399340934694,0.34903042941578344,0.3146739346774783,0.3344974162580699,0.23862201074449657,0.29562578265569334,0.25743959948934,0.32911344607464227,0.4045466586193365,0.6839759263362423,0.2502148187457072
lh_insula_thickness,0.23772152622573833,0.38383305002068285,0.3997211316395396,0.4364319280491589,0.2706816722749794,0.3685116451996372,0.5293157496995654,0.40493454616065955,0.4717401705080672,0.323775795980694,0.5548040502331724,0.44036897369137706,0.30527147152533995,0.40343476895483255,0.32764263597831583,0.3310590255160246,0.3528509499253856,0.25927123210092956,0.5026347443034638,0.30757659219117484,0.34592895056609785,1.0,0.3700680741675534,0.2601001959390694,0.3595801080064157,0.4070350489036939,0.2974917552980832,0.35613824681085704,0.39993584685614936,0.36601517818877866,0.28284188247523906,0.2827962850935973,0.29387446258046707,0.3404689456710668,0.19106755054501218,0.3636884718341305,0.2902371562174058,0.3214158197882095,0.3782727515283742
rh_bankssts_thickness,0.28253837524159614,0.4708934362463339,0.6479725095779458,0.5007131760336822,0.38328164731717934,0.477817379387722,0.4454118234573091,0.442162303796707,0.5350241088273527,0.26896012951328657,0.48040278276664444,0.41211047162419523,0.39790392095328575,0.518039185011334,0.4153644069930319,0.5858299587014427,0.38262217743832444,0.5512481752700805,0.6250007344340022,0.40378188256224723,0.277689072031151,0.3700680741675534,1.0,0.6081854102831453,0.6245227030656304,0.6132990309885433,0.5675458356862576,0.44580454257165275,0.5685125413055168,0.6009686496277118,0.4853839153483067,0.6520717681173227,0.34106618760013513,0.6097291527732931,0.5971290830962007,0.7460437733275462,0.44271512188708256,0.35263668990963704,0.4052279350050514
rh_caudalmiddlefrontal_thickness,0.40858946870233503,0.7203069647540863,0.6777531368699018,0.5609246237609832,0.4261140642287684,0.4593898186039765,0.45619645254439123,0.5800660705633637,0.5953677540257452,0.29100268464410245,0.5900928405880494,0.4469409601321539,0.40721386531893716,0.6127318825351767,0.5355089592473113,0.7166804248640707,0.5914084638902858,0.6156496160197823,0.6398668146880867,0.4444819851634712,0.3441368120833465,0.2601001959390694,0.6081854102831453,1.0,0.61056923112357,0.6475236949605567,0.47722785820336244,0.43413720939838807,0.7491855105805127,0.7282307392392656,0.5060583795779935,0.8574166869577792,0.292151802950937,0.8689067122673495,0.7386307166842964,0.77045155200422,0.5702821307188047,0.36881426353814367,0.4033239875498946
rh_fusiform_thickness,0.37317215649910324,0.4733952406681217,0.634801650717426,0.6776728719021557,0.41705616150576263,0.5652119910614164,0.54931595377301,0.5953029020728854,0.6404694799129627,0.3482987941055512,0.5123515481476959,0.39805837734776106,0.35747779304888483,0.47896877573010105,0.4070350943876908,0.5559491133546652,0.4831998696960467,0.5145056244971632,0.6314702053766379,0.5043057016583934,0.47440133265085044,0.3595801080064157,0.6245227030656304,0.61056923112357,1.0,0.7055410085755546,0.7037226692513506,0.5105084177264403,0.6089752173633981,0.6075784841469278,0.43332560980747675,0.6194745879722697,0.4297905592865979,0.6187760634583424,0.5631108584778901,0.7150520510638563,0.5884059120645478,0.5914745363320658,0.4087360271820333
rh_lateralorbitofrontal_thickness,0.4259666447296945,0.4846058975264845,0.6074064123389814,0.6600855867032327,0.44311952606906546,0.5307924145450217,0.7243106905008195,0.7548876769436853,0.6413025080158289,0.4013397638207935,0.5391190610327444,0.43838290315696,0.4000895402995569,0.4920155683968139,0.4379694269728341,0.5886187210730542,0.638812383505351,0.4377256517474758,0.6241178092190961,0.5597524719259357,0.43908534772800606,0.4070350489036939,0.6132990309885433,0.6475236949605567,0.7055410085755546,1.0,0.5699489744147924,0.6675274032898465,0.716495100243025,0.7616558830309642,0.441556251279208,0.6678512961553756,0.3768739901245883,0.687571594937749,0.5439259939069014,0.7006695098264559,0.7152745618128299,0.4814456056782667,0.3439833121982602
rh_lingual_thickness,0.3064112208045319,0.3988173080932163,0.600006273110278,0.5025128270673943,0.3788745970180838,0.5784986453978277,0.43247147602199576,0.4482488566533897,0.48964453604983593,0.317143589846634,0.4239596006666121,0.3199065931139709,0.4478628812594045,0.49191525856789814,0.374367701881323,0.555252979958455,0.41176406301625657,0.513014957253345,0.5494650301985513,0.3652387644177089,0.2918566028075337,0.2974917552980832,0.5675458356862576,0.47722785820336244,0.7037226692513506,0.5699489744147924,1.0,0.46307907575684015,0.496017283400059,0.4853166057109071,0.4064270161247667,0.5328600690833877,0.38291691710229075,0.4986094309282584,0.5598234710845031,0.6103326096800901,0.4596105350015505,0.32471052780276544,0.38676562243654394
rh_medialorbitofrontal_thickness,0.23050153015302863,0.25906606793118797,0.39798871254444085,0.44810675434601477,0.22240078355132972,0.36986568226624117,0.5002597157575354,0.5471259533449397,0.39231548960543766,0.20766929363608133,0.32878680292489537,0.2780919495133892,0.3000918702638704,0.30777964758046056,0.24027330435675398,0.3187609586522257,0.387175738929615,0.2958755561843472,0.4322675678634096,0.3733302015170526,0.22845810142945877,0.35613824681085704,0.44580454257165275,0.43413720939838807,0.5105084177264403,0.6675274032898465,0.46307907575684015,1.0,0.4431876916575139,0.4801227177825391,0.4215661780348563,0.40824670904964167,0.542892445118875,0.56865234491498,0.3176856712022761,0.4740023125800467,0.5303458290993744,0.29885779269414403,0.1832946748940202
rh_parsopercularis_thickness,0.4326284878921348,0.6287096888390594,0.5851135074590719,0.5328673566140849,0.4594702994252148,0.45446591969099925,0.5848319827307192,0.611003017158929,0.5636896331366313,0.3350413678430956,0.6808262056898204,0.5331425296867361,0.3682670694061814,0.542508150454706,0.4894659563685856,0.6351870174371196,0.5897491086489298,0.49696206144438587,0.6123022859788447,0.5143523948674036,0.34510399340934694,0.39993584685614936,0.5685125413055168,0.7491855105805127,0.6089752173633981,0.716495100243025,0.496017283400059,0.4431876916575139,1.0,0.7849278561905163,0.4388824100655249,0.703912885900267,0.30677832309738706,0.7031015274572827,0.5868795972394624,0.7343870154472188,0.5844702030741151,0.41331147709877664,0.450361923442861
rh_parstriangularis_thickness,0.3720273742589692,0.6184242871371564,0.5836035629779668,0.5721458386523155,0.4488283741286889,0.47009285670994966,0.6059648728725188,0.6514863142303129,0.6209019982040554,0.36564425475617957,0.6020380936939101,0.5772047044537986,0.39003867732815045,0.5770044458655504,0.501467102870667,0.6544049424952977,0.5830232859399772,0.4804836009593539,0.6030413372284369,0.5351428523277463,0.34903042941578344,0.36601517818877866,0.6009686496277118,0.7282307392392656,0.6075784841469278,0.7616558830309642,0.4853166057109071,0.4801227177825391,0.7849278561905163,1.0,0.43358554296031815,0.7198528490463294,0.2944242039624189,0.7048489966666508,0.5679837764553582,0.7092522009559102,0.5872383925134883,0.4232024065751308,0.4060126329954491
rh_posteriorcingulate_thickness,0.2523757838653419,0.32366904737782914,0.49321202946351783,0.3926113247042799,0.3662583015654262,0.3580131155408818,0.35645373078573506,0.39908337902587515,0.4550786195433009,0.26106767145185344,0.313364199590324,0.2427237202940682,0.3831088731629657,0.4328447932633682,0.5304672468162559,0.44588955982273065,0.4047616278279659,0.4422685517262,0.4719812080767728,0.30608815678676077,0.3146739346774783,0.28284188247523906,0.4853839153483067,0.5060583795779935,0.43332560980747675,0.441556251279208,0.4064270161247667,0.4215661780348563,0.4388824100655249,0.43358554296031815,1.0,0.5003774808413598,0.41987341547090157,0.533364091543733,0.5047392365858746,0.5069597384804508,0.41559252697199134,0.34579054314613844,0.299348791152988
rh_precentral_thickness,0.3965429362766957,0.6560418760169815,0.7076452055696126,0.5597960563710244,0.4193420677084288,0.5248899311665456,0.4675477673551756,0.5827022310666408,0.6332085392275678,0.31826116961604856,0.5557661181160239,0.4864384438889736,0.4204231721871538,0.6850361703998682,0.5493963530200974,0.7180441583650222,0.6082777756806017,0.6390609987011252,0.6944844530483392,0.45133490635048956,0.3344974162580699,0.2827962850935973,0.6520717681173227,0.8574166869577792,0.6194745879722697,0.6678512961553756,0.5328600690833877,0.40824670904964167,0.703912885900267,0.7198528490463294,0.5003774808413598,1.0,0.2742871088690184,0.7768945195336627,0.7524648164708378,0.8012048199884794,0.5716289733778364,0.3984118152582601,0.4120546181337989
rh_rostralanteriorcingulate_thickness,0.2386464813476445,0.19034039846391948,0.27616024858589405,0.2607768559775292,0.24432060825298488,0.17574666253638288,0.3408716214444816,0.36163572046519304,0.297387430549497,0.15426120298797732,0.28976911601876315,0.23227867634514524,0.19394798034106336,0.22653185045785212,0.22816846801247623,0.20562717393488006,0.3092254533917747,0.19333939285897028,0.3061102338520477,0.2938606306754162,0.23862201074449657,0.29387446258046707,0.34106618760013513,0.292151802950937,0.4297905592865979,0.3768739901245883,0.38291691710229075,0.542892445118875,0.30677832309738706,0.2944242039624189,0.41987341547090157,0.2742871088690184,1.0,0.3920513887701752,0.23585180703483602,0.36292146246008067,0.36771329395031394,0.28682733391807863,0.2836706322686351
rh_superiorfrontal_thickness,0.4000932992817594,0.6988393946760858,0.6777572441839099,0.5711771308527973,0.40772398828455575,0.5037367710741222,0.5226477655822956,0.624710246444696,0.5942129994061046,0.25020499880701974,0.6364250669345339,0.4785850427552798,0.42321043862401436,0.5885185726368077,0.49557795465192656,0.6794970931037002,0.5958943875669432,0.6115256651044099,0.6694589050252726,0.5052971953509506,0.29562578265569334,0.3404689456710668,0.6097291527732931,0.8689067122673495,0.6187760634583424,0.687571594937749,0.4986094309282584,0.56865234491498,0.7031015274572827,0.7048489966666508,0.533364091543733,0.7768945195336627,0.3920513887701752,1.0,0.6982968972818047,0.730570298166119,0.6004892632643553,0.3549710347908821,0.3992282706556351
rh_superiorparietal_thickness,0.343443831273856,0.5604305397214585,0.7558490050687988,0.5105510694789738,0.42364296978459853,0.613392250269438,0.36766264558523176,0.48538355911158243,0.5435261994163413,0.2403164578010192,0.43970290182347255,0.32308566874218486,0.46321284323659945,0.6300112728196059,0.5416105902585943,0.798046573093525,0.481530737248351,0.8206134540968337,0.6474688703067148,0.35688091796768856,0.25743959948934,0.19106755054501218,0.5971290830962007,0.7386307166842964,0.5631108584778901,0.5439259939069014,0.5598234710845031,0.3176856712022761,0.5868795972394624,0.5679837764553582,0.5047392365858746,0.7524648164708378,0.23585180703483602,0.6982968972818047,1.0,0.7586861983895313,0.4793157818359745,0.27374646295866706,0.3726671396918942
